ApplNo,Form,DrugName,ActiveIngredient,ApplType,SponsorName,ApplicationDocsURL
103575,INJECTABLE; INJECTION,REOPRO,ABCIXIMAB,BLA,CENTOCOR INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103575s5138lbl.pdf
103608,VIAL; INTRAVENOUS,PROSTASCINT,CAPROMAB PENDETIDE,BLA,CYTOGEN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/103608s5043lbl.pdf
103628,VIAL,AVONEX,INTERFERON BETA-1A,BLA,BIOGEN,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103628s5266lbl.pdf
103691,GEL; TOPICAL,REGRANEX,BECAPLERMIN,BLA,SMITH AND NEPHEW,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103691s5138lbl.pdf
103705,SOLUTION;INTRAVENOUS,RITUXAN,RITUXIMAB,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103705s5467lbl.pdf
103764,VIAL; SINGLE-USE,SIMULECT,BASILIXIMAB,BLA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/1998/basnov051298lb.pdf
103767,VIAL,ONTAK,DENILEUKIN DIFTITOX,BLA,EISAI INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/103767s5144lbl.pdf
103770,VIAL,SYNAGIS,PALIVIZUMAB,BLA,SWEDISH ORPHAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/103770s5200lbl.pdf
103772,VIAL,REMICADE,INFLIXIMAB,BLA,CENTOCOR INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103772s5401lbl.pdf
103780,SYRINGE,REBIF,INTERFERON BETA-1A,BLA,SERONO INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103780s5210lbl.pdf
103792,VIAL; INTRAVENOUS,HERCEPTIN,TRASTUZUMAB,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103792s5345lbl.pdf
103795,VIAL; SUBCUTANEOUS,ENBREL,ETANERCEPT,BLA,IMMUNEX,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/103795s5591lbl.pdf
103836,VIAL; SINGLE-USE,ACTIMMUNE,INTERFERON GAMMA-1B,BLA,VIDARA THERAPEUTICS RESEARCH LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/103836s5182lbl.pdf
103846,VIAL,MYOBLOC,Botulinum Toxin Type B,BLA,ELAN PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103846s5195lbl.pdf
103909,VIAL,TNKASE,TENECTEPLASE,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/103909s5187lbl.pdf
103946,VIAL; INTRAVENOUS,ELITEK,RASBURICASE,BLA,SANOFI SYNTHELABO,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103946s5103lbl.pdf
103948,VIAL; INTRAVENOUS,CAMPATH,ALEMTUZUMAB,BLA,GENZYME,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/103948s5187lbl.pdf
103949,VIAL,PEGINTRON,PEGINTERFERON ALFA-2B,BLA,SCHERING,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/103949s5313lbl.pdf
103950,VIAL; SUBCUTANEOUS,KINERET,ANAKINRA,BLA,BIOVITRUM AB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/103950s5189lbl.pdf
103951,VIAL; INTRAVENOUS,ARANESP,DARBEPOETIN ALFA,BLA,AMGEN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/103951s5363lbl.pdf
103964,VIAL; SUBCUTANEOUS,PEGASYS,PEGINTERFERON ALFA-2A,BLA,zr pharma&,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103964s5275lbl.pdf
103976,VIAL,XOLAIR,OMALIZUMAB,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103976s5239lbl.pdf
103979,VIAL; INTRAVENOUS,FABRAZYME,AGALSIDASE BETA,BLA,GENZYME,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/103979s5309lbl.pdf
125019,INJECTABLE; INJECTION,ZEVALIN,IBRITUMOMAB TIUXETAN,BLA,SPECTRUM PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125019s227lbl.pdf
125031,SYRINGE,NEULASTA,PEGFILGRASTIM,BLA,AMGEN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125031s203lbl.pdf
125057,SYRINGE,HUMIRA,ADALIMUMAB,BLA,ABBVIE INC,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125057s417lbl.pdf
125058,VIAL,ALDURAZYME,LARONIDASE,BLA,BIOMARIN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125058s244lbl.pdf
125084,VIAL; INTRAVENOUS,ERBITUX,CETUXIMAB,BLA,IMCLONE,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125084s279lbl.pdf
125085,VIAL; INTRAVENOUS,AVASTIN,BEVACIZUMAB,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125085s340lbl.pdf
125103,INJECTABLE; INJECTION,KEPIVANCE,PALIFERMIN,BLA,BIOVITRUM AB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125103s176lbl.pdf
125104,VIAL; SINGLE-USE,TYSABRI,NATALIZUMAB,BLA,BIOGEN IDEC,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125104s973s975lbl.pdf
125117,INJECTABLE; INJECTION,NAGLAZYME,GALSULFASE,BLA,BIOMARIN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125117s129lbl.pdf
125118,INJECTABLE; IV (INFUSION),ORENCIA,ABATACEPT,BLA,BRISTOL MYERS SQUIBB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125118s240lbl.pdf
125141,INJECTABLE; IV (INFUSION),MYOZYME,ALGLUCOSIDASE ALFA,BLA,GENZYME,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125141s223lbl.pdf
125147,INJECTABLE; IV (INFUSION),VECTIBIX,PANITUMUMAB,BLA,AMGEN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125147s210lbl.pdf
125151,INJECTABLE; IV (INFUSION),ELAPRASE,IDURSULFASE,BLA,SHIRE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125151s197lbl.pdf
125156,INJECTABLE; INJECTION,LUCENTIS,RANIBIZUMAB,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/125156s117lbl.pdf
125160,INJECTABLE; INJECTION,CIMZIA,CERTOLIZUMAB PEGOL,BLA,UCB INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125160s305lbl.pdf
125164,SOLUTION; INJECTION,MIRCERA,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,BLA,HOFFMAN-LA ROCHE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125164s086lbl.pdf
125166,INJECTABLE; IV (INFUSION),SOLIRIS,ECULIZUMAB,BLA,ALEXION PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125166s434lbl.pdf
125249,VIAL; SINGLE-USE,ARCALYST,RILONACEPT,BLA,"KINIKSA PHARMACEUTICALS (UK), LTD.",http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125249s049lbl.pdf
125261,INJECTABLE; INJECTION,STELARA,USTEKINUMAB,BLA,CENTOCOR ORTHO BIOTECH INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125261s161lbl.pdf
125268,INJECTABLE; SUBCUTANEOUS,NPLATE,ROMIPLOSTIM,BLA,AMGEN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125268s172lbl.pdf
125274,INJECTABLE; INJECTION,DYSPORT,abobotulinumtoxinA,BLA,IPSEN BIOPHARM LTD,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125274s123lbl.pdf
125276,INJECTABLE; INJECTION,ACTEMRA,TOCILIZUMAB,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125276s138lbl.pdf
125277,INJECTABLE; INJECTION,KALBITOR,ECALLANTIDE,BLA,DYAX CORP.,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125277s081lbl.pdf
125288,INJECTABLE; INJECTION,NULOJIX,BELATACEPT,BLA,BRISTOL MYERS SQUIBB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125288s101lbl.pdf
125289,INJECTABLE; INJECTION,SIMPONI,GOLIMUMAB,BLA,CENTOCOR ORTHO BIOTECH INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125289s146lbl.pdf
125290,INJECTABLE; SUBCUTANEOUS,EXTAVIA,INTERFERON BETA-1B,BLA,NOVARTIS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125290s073lbl.pdf
125291,POWDER; IV (INFUSION),LUMIZYME,ALGLUCOSIDASE ALFA,BLA,GENZYME,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125291s156s157lbl.pdf
125293,INJECTABLE; INJECTION,KRYSTEXXA,PEGLOTICASE,BLA,HORIZON PHARMA,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125293s104lbl.pdf
125294,INJECTABLE; INJECTION,GRANIX,TBO-FILGRASTIM,BLA,SICOR BIOTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125294s046lbl.pdf
125319,INJECTABLE; SUBCUTANEOUS,ILARIS,CANAKINUMAB,BLA,NOVARTIS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125319s100lbl.pdf
125320,INJECTABLE; SUBCUTANEOUS,PROLIA,DENOSUMAB,BLA,AMGEN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125320s211lbl.pdf
125326,INJECTABLE; INJECTION,ARZERRA,OFATUMUMAB,BLA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125326s075lbl.pdf
125327,INJECTABLE; INJECTION,VORAXAZE,GLUCARPIDASE,BLA,BTG INTERNATIONAL INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125327s064lbl.pdf
125338,SOLUTION; INJECTION,XIAFLEX,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,BLA,AUXILIUM PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125338s129lbl.pdf
125349,INJECTABLE; IV (INFUSION),RAXIBACUMAB,RAXIBACUMAB,BLA,HUMAN GENOME SCIENCES INC.,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125349s026lbl.pdf
125360,INJECTABLE;INJECTION,Xeomin,incobotulinumtoxinA,BLA,MERZ PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125360s093lbl.pdf
125370,INJECTABLE; INJECTION,BENLYSTA,BELIMUMAB,BLA,HUMAN GENOME SCIENCES INC.,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125370s073,761043s013lbl.pdf"
125377,INJECTABLE; INJECTION,YERVOY,IPILIMUMAB,BLA,BRISTOL MYERS SQUIBB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125377s130lbl.pdf
125387,INJECTABLE; INJECTION,EYLEA,AFLIBERCEPT,BLA,REGENERON PHARMACEUTICALS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125387s076lbl.pdf
125388,INJECTABLE; INJECTION,ADCETRIS,BRENTUXIMAB VEDOTIN,BLA,SEATTLE GENETICS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125388s106lbl.pdf
125390,INJECTABLE;INJECTION,MYALEPT,METRELEPTIN,BLA,AEGERION,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125390s024lbl.pdf
125399,INJECTABLE; INJECTION,ADCETRIS,BRENTUXIMAB VEDOTIN,BLA,SEATTLE GENETICS,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/125388s000,125399s000lbl.pdf"
125409,VIAL; SINGLE-USE,PERJETA,PERTUZUMAB,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125409s124lbl.pdf
125418,INJECTABLE; INJECTION,ZALTRAP,ZIV-AFLIBERCEPT,BLA,SANOFI AVENTIS US,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125418s047lbl.pdf
125422,INJECTABLE; INTRAVITREAL,JETREA,OCRIPLASMIN,BLA,"THROMBOGENICS, INC",http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/125422s038lbl.pdf
125427,VIAL; SINGLE-USE,KADCYLA,ADO-TRASTUZUMAB EMTANSINE,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125427s111lbl.pdf
125433,INJECTABLE; INJECTION,SIMPONI ARIA,GOLIMUMAB,BLA,JANSSEN BIOTECH,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125433s032lbl.pdf
125460,INJECTABLE;INJECTION,VIMIZIM,ELOSULFASE ALFA,BLA,BIOMARIN PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125460s017lbl.pdf
125469,INJECTABLE;INJECTION,TRULICITY,DULAGLUTIDE,BLA,ELI LILLY AND CO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125469s051lbl.pdf
125472,"INJECTABLE;INTRAVENOUS, SUBCUTANEOUS",ACTEMRA,TOCILIZUMAB,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125472s049lbl.pdf
125476,INJECTABLE;INJECTION,ENTYVIO,VEDOLIZUMAB,BLA,TAKEDA PHARMS USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125476Orig1s046lbl.pdf
125477,INJECTABLE;INJECTION,CYRAMZA,RAMUCIRUMAB,BLA,ELI LILLY AND CO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125477s042lbl.pdf
125486,INJECTABLE;INJECTION,GAZYVA,OBINUTUZUMAB,BLA,GENENTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125486s034lbl.pdf
125496,INJECTABLE;INJECTION,SYLVANT,SILTUXIMAB,BLA,JANSSEN BIOTECH,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125496s018lbl.pdf
125499,INJECTABLE;INJECTION,PLEGRIDY,PEGINTERFERON BETA-1A,BLA,BIOGEN IDEC INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125499s025lbl.pdf
125504,INJECTABLE;INJECTION,COSENTYX,SECUKINUMAB,BLA,NOVARTIS PHARMS CORP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125504_S050_S051lbl.pdf
125509,INJECTABLE;INJECTION,ANTHIM,OBILTOXAXIMAB,BLA,ELUSYS THERAPEUTICS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/125509s015lbl.pdf
125511,INJECTABLE;INJECTION,NATPARA,PARATHYROID HORMONE,BLA,NPS PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125511s028lbl.pdf
125513,SOLUTION;INJECTION,STRENSIQ,ASFOTASE ALFA,BLA,ALEXION PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125513s018lbl.pdf
125514,SOLUTION;INTRAVENOUS,KEYTRUDA,PEMBROLIZUMAB,BLA,MERCK SHARP DOHME,http://www.accessdata.fda.gov/drugsatfda_docs/label/2023/125514s128lbl.pdf
125516,INJECTABLE;INTRAVENOUS,UNITUXIN,DINUTUXIMAB,BLA,UNITED THERAP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125516s025lbl.pdf
125521,INJECTABLE;INJECTION,TALTZ,IXEKIZUMAB,BLA,ELI LILLY AND CO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125521s024lbl.pdf
125522,INJECTABLE;INJECTION,REPATHA,EVOLOCUMAB,BLA,AMGEN INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125522s033lbl.pdf
125526,INJECTABLE;SUBCUTANEOUS LYOPHILIZED POWER,NUCALA,MEPOLIZUMAB,BLA,GLAXOSMITHKLINE LLC,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761122s008,125526s019lbl.pdf"
125527,INJECTABLE;INJECTION,OPDIVO,NIVOLUMAB,BLA,BRISTOL MYERS SQUIBB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125527s000lbl.pdf
125544,INJECTABLE;INJECTION,INFLECTRA,INFLIXIMAB-DYYB,BLA,CELLTRION INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125544s018lbl.pdf
125545,INJECTABLE;INJECTION,RETACRIT,EPOETIN ALFA-EPBX,BLA,HOSPIRA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/125545s005lbl.pdf
125547,"INJECTABLE;INTRA-ARTICULAR, INTRAMUSCULAR, INTRAVITREAL",PORTRAZZA,NECITUMUMAB,BLA,ELI LILLY CO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125547s000lbl.pdf
125553,INJECTABLE;INJECTION,ZARXIO,FILGRASTIM-SNDZ,BLA,SANDOZ INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125553s023lbl.pdf
125554,INJECTABLE;INJECTION,OPDIVO,NIVOLUMAB,BLA,BRISTOL MYERS SQUIBB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125554s114lbl.pdf
125557,INJECTABLE;INJECTION,BLINCYTO,BLINATUMOMAB,BLA,AMGEN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/125557s021lbl.pdf
125559,INJECTABLE;INJECTION,PRALUENT,ALIROCUMAB,BLA,REGENERON PHARMACEUTICALS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125559s029s030lbl.pdf
125561,INJECTABLE;INJECTION,KANUMA,SEBELIPASE ALFA,BLA,ALEXION PHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/125561s013lbl.pdf
200063,"TABLET, EXTENDED RELEASE;ORAL",CONTRAVE,BUPROPION HYDROCHLORIDE; NALTREXONE HYDROCHLORIDE,NDA,NALPROPION,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/200063s020lbl.pdf
200175,TABLET;ORAL,TRIBENZOR,AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE; OLMESARTAN MEDOXOMIL,NDA,COSETTE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200175s033lbl.pdf
200271,SOLUTION;INTRAMUSCULAR,HYDROXYPROGESTERONE CAPROATE,HYDROXYPROGESTERONE CAPROATE,ANDA,ASPEN GLOBAL INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200271lbl.pdf
200327,POWDER;INTRAVENOUS,TEFLARO,CEFTAROLINE FOSAMIL,NDA,ALLERGAN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/200327Orig1s028lbl.pdf
200403,INJECTABLE;INJECTION,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,NDA,HOSPIRA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200403s018lbl.pdf
200533,"TABLET, EXTENDED RELEASE;ORAL",NUCYNTA ER,TAPENTADOL HYDROCHLORIDE,NDA,COLLEGIUM PHARM INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/200533s023lbl.pdf
200534,CAPSULE;ORAL,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,NDA,GENUS LIFESCIENCES,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/200534s010,200535s017lbl.pdf"
200535,SOLUTION;ORAL,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,NDA,GENUS LIFESCIENCES,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/200534s010,200535s017lbl.pdf"
200582,SOLUTION;INTRAVENOUS,TOPOTECAN HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE,NDA,HOSPIRA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200582s003lbl.pdf
200603,TABLET;ORAL,LATUDA,LURASIDONE HYDROCHLORIDE,NDA,SUNOVION PHARMS INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200603s035lbl.pdf
200652,TABLET;ORAL,ALOSETRON HYDROCHLORIDE,ALOSETRON HYDROCHLORIDE,ANDA,HIKMA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200652Orig1s000lbl.pdf
200655,SOLUTION;INTRAVENOUS,FLUORODOPA F18,FLUORODOPA F-18,NDA,FEINSTEIN,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200655s000lbl.pdf
200656,EMULSION;INTRAVENOUS,PERIKABIVEN IN PLASTIC CONTAINER,AMINO ACIDS; CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM SULFATE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM GLYCEROPHOSPHATE; SOYBEAN OIL,NDA,FRESENIUS KABI USA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/200656s014lbl.pdf
200671,"CAPSULE, EXTENDED RELEASE;ORAL",DURLAZA,ASPIRIN,NDA,ESPERO,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/200671s002lbl.pdf
200677,SOLUTION;SUBCUTANEOUS,SIGNIFOR,PASIREOTIDE DIASPARTATE,NDA,RECORDATI RARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200677s006lbl.pdf
200678,"TABLET, EXTENDED RELEASE;ORAL",KOMBIGLYZE XR,METFORMIN HYDROCHLORIDE; SAXAGLIPTIN HYDROCHLORIDE,NDA,ASTRAZENECA AB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200678s024lbl.pdf
200738,OINTMENT;OPHTHALMIC,LOTEMAX,LOTEPREDNOL ETABONATE,NDA,BAUSCH AND LOMB,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200738s003lbl.pdf
200740,SOLUTION/DROPS;OPHTHALMIC,CYSTARAN,CYSTEAMINE HYDROCHLORIDE,NDA,LEADIANT BIOSCI INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/200740s003lbl.pdf
200795,INJECTABLE;INJECTION,GEMCITABINE HYDROCHLORIDE,GEMCITABINE HYDROCHLORIDE,NDA,HOSPIRA INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/200795Orig1s010lbl.pdf
200796,TABLET;ORAL,EDARBI,AZILSARTAN KAMEDOXOMIL,NDA,AZURITY,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/200796s012lbl.pdf
200890,SOLUTION;OPHTHALMIC,ISOPTO CARPINE,PILOCARPINE HYDROCHLORIDE,NDA,NOVARTIS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/200890s001lbl.pdf
200936,GEL;TOPICAL,DICLOFENAC SODIUM ,DICLOFENAC SODIUM,ANDA,TOLMAR,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/200936Orig1s000lbl.pdf
201023,SOLUTION;INTRAVENOUS,JEVTANA KIT,CABAZITAXEL,NDA,SANOFI AVENTIS US,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/201023Orig1s025lbl.pdf
201107,SOLUTION;ORAL,ABACAVIR SULFATE,ABACAVIR SULFATE,ANDA,HETERO LABS LTD III,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/201107Orig1s000lbl.pdf
201152,"TABLET, EXTENDED RELEASE;ORAL",VIRAMUNE XR,NEVIRAPINE,NDA,BOEHRINGER INGELHEIM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201152s014lbl.pdf
201153,CREAM; TOPICAL,ZYCLARA,IMIQUIMOD,NDA,GRACEWAY,"http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/201153s000,022483s001lbl.pdf"
201194,SOLUTION;ORAL,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,NDA,VISTAPHARM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/201194s009lbl.pdf
201195,INJECTABLE;INJECTION,DOCETAXEL,DOCETAXEL,NDA,ACCORD HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/201195s015lbl.pdf
201277,SOLUTION;INTRAVENOUS,GADAVIST,GADOBUTROL,NDA,BAYER HLTHCARE,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201277s020lbl.pdf
201280,TABLET;ORAL,TRADJENTA,LINAGLIPTIN,NDA,BOEHRINGER INGELHEIM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201280s025lbl.pdf
201281,TABLET;ORAL,JENTADUETO,LINAGLIPTIN; METFORMIN HYDROCHLORIDE,NDA,BOEHRINGER INGELHEIM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201281s031lbl.pdf
201292,TABLET;ORAL,GILOTRIF,AFATINIB DIMALEATE,NDA,BOEHRINGER INGELHEIM,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201292s017lbl.pdf
201361,CAPSULE;ORAL,OMEPRAZOLE AND SODIUM BICARBONATE,OMEPRAZOLE; SODIUM BICARBONATE,ANDA,PERRIGO R AND D,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/201361Orig1s000lbl.pdf
201367,SUSPENSION;ORAL,BANZEL,RUFINAMIDE,NDA,EISAI INC,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/021911s017,201367s008lbl.pdf"
201370,INJECTABLE;INJECTION,HEPARIN SODIUM,HEPARIN SODIUM,NDA,PFIZER,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201370s013s014lbl.pdf
201373,SUSPENSION;ORAL,CHILDREN'S ALLEGRA ALLERGY,FEXOFENADINE HYDROCHLORIDE,NDA,CHATTEM SANOFI,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201373Orig1s013lbl.pdf
201444,"SOLUTION, SOLUTION;INTRAVENOUS, INTRAVENOUS",NITHIODOTE,SODIUM NITRITE; SODIUM THIOSULFATE,NDA,HOPE PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/201444s026lbl.pdf
201525,INJECTABLE;INJECTION,DOCETAXEL,DOCETAXEL,NDA,SANDOZ,http://www.accessdata.fda.gov/drugsatfda_docs/label/2021/201525s022lbl.pdf
201532,SOLUTION;INTRAVENOUS,HALAVEN,ERIBULIN MESYLATE,NDA,EISAI INC,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201532s023lbl.pdf
201573,"CAPSULE, DELAYED RELEASE;ORAL",FENOFIBRIC ACID,CHOLINE FENOFIBRATE,ANDA,ANCHEN PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/201573Orig1s000lbl.pdf
201635,"CAPSULE, EXTENDED RELEASE;ORAL",TROKENDI XR,TOPIRAMATE,NDA,SUPERNUS PHARMS,http://www.accessdata.fda.gov/drugsatfda_docs/label/2022/201635s030lbl.pdf
201657,SOLUTION;INTRAVENOUS,PARICALCITOL,PARICALCITOL,NDA,HOSPIRA,http://www.accessdata.fda.gov/drugsatfda_docs/label/2019/201657s006lbl.pdf
201688,POWDER;INHALATION,TOBI PODHALER,TOBRAMYCIN,NDA,MYLAN SPECIALITY LP,http://www.accessdata.fda.gov/drugsatfda_docs/label/2020/201688s010lbl.pdf
201691,TABLET;ORAL,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,ANDA,ALKALOIDA ZRT,http://www.accessdata.fda.gov/drugsatfda_docs/label/2018/201691Orig1s000lbl.pdf
